iso_a0,pais,adm_1_name,ano,mes,casos_dengue,incidencia_dengue,agua_basica,tmax_promedio,tmin_promedio,precipitacion,humedad_promedio,poblacion,densidad_poblacion,tmax_lag1,tmax_lag2,tmax_lag3,tmax_lag4,tmax_lag5,tmax_lag6,tmin_lag1,tmin_lag2,tmin_lag3,tmin_lag4,tmin_lag5,tmin_lag6,precipitacion_lag1,precipitacion_lag2,precipitacion_lag3,precipitacion_lag4,precipitacion_lag5,precipitacion_lag6,humedad_lag1,humedad_lag2,humedad_lag3,humedad_lag4,humedad_lag5,humedad_lag6,incidencia_lag1,incidencia_lag2,incidencia_lag3,incidencia_lag4,incidencia_lag5,incidencia_lag6,incidencia_lag7,incidencia_lag8,incidencia_lag9,incidencia_lag10,incidencia_lag11,incidencia_lag12,incidencia_roll3,incidencia_roll6,incidencia_roll12,mes_sin,mes_cos,indicador_covid,indicador_nino,indicador_nina,incidencia_vecinos_lag1,incidencia_vecinos_lag2,incidencia_vecinos_lag3,incidencia_vecinos_lag4,incidencia_vecinos_lag5,incidencia_vecinos_lag6,amplitud_termica,temperatura_media,precipitacion_anomalia,aceleracion_incidencia,cambio_interanual,tendencia_1m,tendencia_3m,fase_ascendente,indicador_brote,pais_ARG,pais_BOL,pais_BRA,pais_COL,pais_ECU,pais_MEX,pais_PAN,pais_PER
COL,Colombia,AMAZONAS,2015,2,40,57.3485,95.139,30.76,21.3,8.55,92.42,69749,0.636,29.18,29.91,30.16,29.66,30.12,29.5,21.92,22.14,21.97,21.59,21.62,20.95,13.14,10.81,8.02,7.57,6.57,5.38,92.74,93.3,92.75,91.46,90.24,90.06,4.066433651461262,4.099108198071122,3.51475223186814,3.599280185966166,4.889690264602239,4.693160916587714,4.17027111784527,3.995588117529462,3.639008831459398,3.7837963747838415,4.278661349441575,3.599280185966166,3.926863012471377,4.274173895635329,4.1227808360666955,0.8660254037844386,0.5000000000000001,0,1,0,2.6436989216930717,2.3000117848749193,2.686181708040709,2.349382797342586,2.914319739207258,3.8579461915192685,9.46,26.03,-0.8224999999999998,-0.03267454660986058,0.46715346549509595,-0.006428513033248651,0.11528683958286301,1,1,0,0,0,1,0,0,0,0
COL,Colombia,AMAZONAS,2015,3,33,47.3125,95.139,29.51,21.86,14.76,93.49,69749,0.636,30.76,29.18,29.91,30.16,29.66,30.12,21.3,21.92,22.14,21.97,21.59,21.62,8.55,13.14,10.81,8.02,7.57,6.57,92.42,92.74,93.3,92.75,91.46,90.24,4.066433651461262,4.066433651461262,4.099108198071122,3.51475223186814,3.599280185966166,4.889690264602239,4.693160916587714,4.17027111784527,3.995588117529462,3.639008831459398,3.7837963747838415,4.278661349441575,4.077444219221451,4.148610184862155,4.151754348786266,1.0,6.123233995736766e-17,0,1,0,2.792763012486873,2.6436989216930717,2.3000117848749193,2.686181708040709,2.349382797342586,2.914319739207258,7.650000000000002,25.685000000000002,5.873333333333333,0.0,-0.21222769798031305,0.0,-0.006428513033248651,0,1,0,0,0,1,0,0,0,0
COL,Colombia,AMAZONAS,2015,4,7,10.036,95.139,29.36,21.97,12.18,93.01,69749,0.636,29.51,30.76,29.18,29.91,30.16,29.66,21.86,21.3,21.92,22.14,21.97,21.59,14.76,8.55,13.14,10.81,8.02,7.57,93.49,92.42,92.74,93.3,92.75,91.46,3.8776903263476408,4.066433651461262,4.066433651461262,4.099108198071122,3.51475223186814,3.599280185966166,4.889690264602239,4.693160916587714,4.17027111784527,3.995588117529462,3.639008831459398,3.7837963747838415,4.007390759332626,3.896826453859358,4.120003239187291,0.8660254037844387,-0.4999999999999998,0,1,0,2.9152937931283054,2.792763012486873,2.6436989216930717,2.3000117848749193,2.686181708040709,2.349382797342586,7.390000000000001,25.665,2.761666666666665,-0.18874332511362102,0.09389395156379932,-0.03796533423840365,-0.03796533423840365,0,1,0,0,0,1,0,0,0,0
COL,Colombia,AMAZONAS,2015,5,4,5.7348,95.139,29.55,21.89,8.82,92.87,69749,0.636,29.36,29.51,30.76,29.18,29.91,30.16,21.97,21.86,21.3,21.92,22.14,21.97,12.18,14.76,8.55,13.14,10.81,8.02,93.01,93.49,92.42,92.74,93.3,92.75,2.4011626563550394,3.8776903263476408,4.066433651461262,4.066433651461262,4.099108198071122,3.51475223186814,3.599280185966166,4.889690264602239,4.693160916587714,4.17027111784527,3.995588117529462,3.639008831459398,3.669501236743122,3.8064387610412105,4.074377938145851,0.49999999999999994,-0.8660254037844387,0,1,0,2.7438912780894875,2.9152937931283054,2.792763012486873,2.6436989216930717,2.3000117848749193,2.686181708040709,7.66,25.72,-0.6216666666666661,-1.4765276699926013,-1.2378461751043583,-0.36055448312560845,-0.3985198173640121,0,0,0,0,0,1,0,0,0,0
COL,Colombia,AMAZONAS,2015,6,2,2.8674,95.139,29.3,21.49,6.98,91.96,69749,0.636,29.55,29.36,29.51,30.76,29.18,29.91,21.89,21.97,21.86,21.3,21.92,22.14,8.82,12.18,14.76,8.55,13.14,10.81,92.87,93.01,93.49,92.42,92.74,93.3,1.9072881138015076,2.4011626563550394,3.8776903263476408,4.066433651461262,4.066433651461262,4.099108198071122,3.51475223186814,3.599280185966166,4.889690264602239,4.693160916587714,4.17027111784527,3.995588117529462,3.092303778764992,3.701576833454545,4.028986890857758,1.2246467991473532e-16,-1.0,0,1,0,3.442049242403077,2.7438912780894875,2.9152937931283054,2.792763012486873,2.6436989216930717,2.3000117848749193,7.810000000000002,25.395,-2.4483333333333324,-0.4938745425535318,-2.088300003727954,-0.1568966038989037,-0.5174510870245121,0,0,0,0,0,1,0,0,0,0
COL,Colombia,AMAZONAS,2015,7,2,2.8674,95.139,29.25,21.46,7.1,91.09,69749,0.636,29.3,29.55,29.36,29.51,30.76,29.18,21.49,21.89,21.97,21.86,21.3,21.92,6.98,8.82,12.18,14.76,8.55,13.14,91.96,92.87,93.01,93.49,92.42,92.74,1.3525824466343543,1.9072881138015076,2.4011626563550394,3.8776903263476408,4.066433651461262,4.066433651461262,4.099108198071122,3.51475223186814,3.599280185966166,4.889690264602239,4.693160916587714,4.17027111784527,1.9758479825529842,3.437463413527818,3.951174645683129,-0.4999999999999997,-0.8660254037844388,0,1,0,2.3347392299406082,3.442049242403077,2.7438912780894875,2.9152937931283054,2.792763012486873,2.6436989216930717,7.789999999999999,25.355,-2.158333333333333,-0.5547056671671533,-2.8176886712109157,-0.21170708876638178,-0.3686036926652855,0,0,0,0,0,1,0,0,0,0
COL,Colombia,AMAZONAS,2015,8,2,2.8674,95.139,29.94,22.05,6.48,90.29,69749,0.636,29.25,29.3,29.55,29.36,29.51,30.76,21.46,21.49,21.89,21.97,21.86,21.3,7.1,6.98,8.82,12.18,14.76,8.55,91.09,91.96,92.87,93.01,93.49,92.42,1.3525824466343543,1.3525824466343543,1.9072881138015076,2.4011626563550394,3.8776903263476408,4.066433651461262,4.066433651461262,4.099108198071122,3.51475223186814,3.599280185966166,4.889690264602239,4.693160916587714,1.5734376081930588,3.092303778764992,3.8485351321667496,-0.8660254037844385,-0.5000000000000004,0,1,0,2.386500292881456,2.3347392299406082,3.442049242403077,2.7438912780894875,2.9152937931283054,2.792763012486873,7.890000000000001,25.995,-2.6766666666666676,0.0,-3.3405784699533596,0.0,-0.21170708876638178,0,0,0,0,0,1,0,0,0,0
COL,Colombia,AMAZONAS,2015,9,1,1.4337,95.139,30.85,21.65,4.02,89.44,69749,0.636,29.94,29.25,29.3,29.55,29.36,29.51,22.05,21.46,21.49,21.89,21.97,21.86,6.48,7.1,6.98,8.82,12.18,14.76,90.29,91.09,91.96,92.87,93.01,93.49,1.3525824466343543,1.3525824466343543,1.3525824466343543,1.9072881138015076,2.4011626563550394,3.8776903263476408,4.066433651461262,4.066433651461262,4.099108198071122,3.51475223186814,3.599280185966166,4.889690264602239,1.3525824466343543,2.560909155544151,3.641440345607638,-1.0,-1.8369701987210297e-16,0,1,0,2.5813550704392485,2.386500292881456,2.3347392299406082,3.442049242403077,2.7438912780894875,2.9152937931283054,9.200000000000003,26.25,-5.2283333333333335,0.0,-3.5371078179678843,0.0,0.0,0,0,0,0,0,1,0,0,0,0
COL,Colombia,AMAZONAS,2015,10,2,2.8674,95.139,30.96,22.38,5.29,91.68,69749,0.636,30.85,29.94,29.25,29.3,29.55,29.36,21.65,22.05,21.46,21.49,21.89,21.97,4.02,6.48,7.1,6.98,8.82,12.18,89.44,90.29,91.09,91.96,92.87,93.01,0.8894127330659086,1.3525824466343543,1.3525824466343543,1.3525824466343543,1.9072881138015076,2.4011626563550394,3.8776903263476408,4.066433651461262,4.066433651461262,4.099108198071122,3.51475223186814,3.599280185966166,1.2206824178888833,1.6679174901895701,3.3059161458833928,-0.8660254037844386,0.5000000000000001,0,1,0,2.3940545734124328,2.5813550704392485,2.386500292881456,2.3347392299406082,3.442049242403077,2.7438912780894875,8.580000000000002,26.67,-3.7458333333333345,-0.4631697135684457,-2.7098674529002573,-0.219247580712556,-0.219247580712556,0,0,0,0,0,1,0,0,0,0
COL,Colombia,AMAZONAS,2015,11,9,12.9034,95.139,30.6,22.44,6.41,92.22,69749,0.636,30.96,30.85,29.94,29.25,29.3,29.55,22.38,21.65,22.05,21.46,21.49,21.89,5.29,4.02,6.48,7.1,6.98,8.82,91.68,89.44,90.29,91.09,91.96,92.87,1.3525824466343543,0.8894127330659086,1.3525824466343543,1.3525824466343543,1.3525824466343543,1.9072881138015076,2.4011626563550394,3.8776903263476408,4.066433651461262,4.066433651461262,4.099108198071122,3.51475223186814,1.2206824178888833,1.4125345560744949,3.200636155516662,-0.5000000000000004,0.8660254037844384,0,1,0,2.392709120656455,2.3940545734124328,2.5813550704392485,2.386500292881456,2.3347392299406082,3.442049242403077,8.16,26.520000000000003,-2.435833333333333,0.4631697135684457,-2.1621697852337856,0.219247580712556,0.0,0,0,0,0,0,1,0,0,0,0
COL,Colombia,AMAZONAS,2015,12,7,10.036,95.139,30.62,22.68,10.47,91.59,69749,0.636,30.6,30.96,30.85,29.94,29.25,29.3,22.44,22.38,21.65,22.05,21.46,21.49,6.41,5.29,4.02,6.48,7.1,6.98,92.22,91.68,89.44,90.29,91.09,91.96,2.632133414542434,1.3525824466343543,0.8894127330659086,1.3525824466343543,1.3525824466343543,1.3525824466343543,1.9072881138015076,2.4011626563550394,3.8776903263476408,4.066433651461262,4.066433651461262,4.099108198071122,1.907293063206218,1.6679174901895701,3.1314043420461144,-2.4492935982947064e-16,1.0,0,1,0,2.9095532773120936,2.392709120656455,2.3940545734124328,2.5813550704392485,2.386500292881456,2.3347392299406082,7.940000000000001,26.65,1.7583333333333329,1.2795509679080799,-1.4669747835286882,0.4343065548891817,0.6535541356017377,1,0,0,0,0,1,0,0,0,0
COL,Colombia,AMAZONAS,2016,1,20,27.7666,95.3807,31.54,23.38,4.59,91.5,72029,0.6568,30.62,30.6,30.96,30.85,29.94,29.25,22.68,22.44,22.38,21.65,22.05,21.46,10.47,6.41,5.29,4.02,6.48,7.1,91.59,92.22,91.68,89.44,90.29,91.09,2.4011626563550394,2.632133414542434,1.3525824466343543,0.8894127330659086,1.3525824466343543,1.3525824466343543,1.3525824466343543,1.9072881138015076,2.4011626563550394,3.8776903263476408,4.066433651461262,4.066433651461262,2.26199918171506,1.8711686429279832,2.9339588149939293,0.49999999999999994,0.8660254037844387,0,1,0,2.8515905037221954,2.9095532773120936,2.392709120656455,2.3940545734124328,2.5813550704392485,2.386500292881456,8.16,27.46,-4.093333333333334,-0.23097075818739476,-1.6652709951062223,-0.06570286222389621,0.3686036926652855,1,0,0,0,0,1,0,0,0,0
COL,Colombia,AMAZONAS,2016,2,14,19.4366,95.3807,31.02,22.22,12.21,93.05,72029,0.6568,31.54,30.62,30.6,30.96,30.85,29.94,23.38,22.68,22.44,22.38,21.65,22.05,4.59,10.47,6.41,5.29,4.02,6.48,91.5,91.59,92.22,91.68,89.44,90.29,3.359214991921484,2.4011626563550394,2.632133414542434,1.3525824466343543,0.8894127330659086,1.3525824466343543,1.3525824466343543,1.3525824466343543,1.9072881138015076,2.4011626563550394,3.8776903263476408,4.066433651461262,2.8849124384487475,2.3651607514765263,2.7934176813373797,0.8660254037844386,0.5000000000000001,0,1,0,3.7952104986562065,2.8515905037221954,2.9095532773120936,2.392709120656455,2.3940545734124328,2.5813550704392485,8.8,26.619999999999997,4.239166666666667,0.9580523355664448,-0.7072186595397776,0.2481746625066037,0.18247180028270749,1,1,0,0,0,1,0,0,0,0
COL,Colombia,AMAZONAS,2016,3,7,9.7183,95.3807,31.36,23.31,7.95,93.07,72029,0.6568,31.02,31.54,30.62,30.6,30.96,30.85,22.22,23.38,22.68,22.44,22.38,21.65,12.21,4.59,10.47,6.41,5.29,4.02,93.05,91.5,91.59,92.22,91.68,89.44,3.0173274109905805,3.359214991921484,2.4011626563550394,2.632133414542434,1.3525824466343543,0.8894127330659086,1.3525824466343543,1.3525824466343543,1.3525824466343543,1.9072881138015076,2.4011626563550394,3.8776903263476408,2.999711014522862,2.5957980916349754,2.5785057706058625,1.0,6.123233995736766e-17,0,1,0,3.5581925834267474,3.7952104986562065,2.8515905037221954,2.9095532773120936,2.392709120656455,2.3940545734124328,8.05,27.335,-0.32583333333333275,-0.34188758093090366,-0.8603629153570602,-0.08167513502461587,0.16649952748198782,1,0,0,0,0,1,0,0,0,0
