iso_a0,pais,adm_1_name,ano,mes,casos_dengue,incidencia_dengue,agua_basica,tmax_promedio,tmin_promedio,precipitacion,humedad_promedio,poblacion,densidad_poblacion,tmax_lag1,tmax_lag2,tmax_lag3,tmax_lag4,tmax_lag5,tmax_lag6,tmin_lag1,tmin_lag2,tmin_lag3,tmin_lag4,tmin_lag5,tmin_lag6,precipitacion_lag1,precipitacion_lag2,precipitacion_lag3,precipitacion_lag4,precipitacion_lag5,precipitacion_lag6,humedad_lag1,humedad_lag2,humedad_lag3,humedad_lag4,humedad_lag5,humedad_lag6,incidencia_lag1,incidencia_lag2,incidencia_lag3,incidencia_lag4,incidencia_lag5,incidencia_lag6,incidencia_lag7,incidencia_lag8,incidencia_lag9,incidencia_lag10,incidencia_lag11,incidencia_lag12,incidencia_roll3,incidencia_roll6,incidencia_roll12,mes_sin,mes_cos,indicador_covid,indicador_nino,indicador_nina,incidencia_vecinos_lag1,incidencia_vecinos_lag2,incidencia_vecinos_lag3,incidencia_vecinos_lag4,incidencia_vecinos_lag5,incidencia_vecinos_lag6,amplitud_termica,temperatura_media,precipitacion_anomalia,aceleracion_incidencia,cambio_interanual,tendencia_1m,tendencia_3m,fase_ascendente,indicador_brote,pais_ARG,pais_BOL,pais_BRA,pais_COL,pais_ECU,pais_MEX,pais_PAN,pais_PER,nino34_index,nino12_index,nino34_lag1,nino34_lag2,nino34_lag3,nino12_lag1,nino12_lag2,nino12_lag3
BRA,Brazil,AMAPA,2022,10,21,2.862,99.6149,37.1,21.31,1.94,68.6,733759,5.1378,35.95,31.11,29.24,28.84,29.68,29.9,20.57,20.88,20.31,20.24,21.26,21.54,1.96,2.82,4.32,4.73,4.53,6.98,74.07,88.39,91.15,91.39,91.97,91.88,1.3511851840063227,1.3152547536399597,1.4832168767755427,1.385869270781794,1.7042752531949346,1.5136756304469834,1.6534165196063104,1.6534165196063104,1.57194370800652,0.9203225929875256,1.3206085153904352,1.2444715466058147,1.3858609338705352,1.4676400656780075,1.4474364960621282,-0.8660254037844386,0.5000000000000001,1,0,1,2.036864535805462,1.523930857929266,1.996752627554936,2.080861366584582,2.6926883655449747,2.487109776676286,15.790000000000004,29.205,-3.625,0.0359304303663632,0.1067136374005079,0.0153998083897257,-0.054635312723248,0,0,0,0,1,0,0,0,0,0,-0.85,-1.81,-0.93,-0.98,-0.62,-1.12,-0.57,-1.16
BRA,Brazil,AMAPA,2022,11,17,2.3168,99.6149,35.8,20.85,3.97,75.24,733759,5.1378,37.1,35.95,31.11,29.24,28.84,29.68,21.31,20.57,20.88,20.31,20.24,21.26,1.94,1.96,2.82,4.32,4.73,4.53,68.6,74.07,88.39,91.15,91.39,91.97,1.3511851840063227,1.3511851840063227,1.3152547536399597,1.4832168767755427,1.385869270781794,1.7042752531949346,1.5136756304469834,1.6534165196063104,1.6534165196063104,1.57194370800652,0.9203225929875256,1.3206085153904352,1.3393512401155268,1.4411178752759592,1.4550680419196518,-0.5000000000000004,0.8660254037844384,1,0,1,2.455938312076848,2.036864535805462,1.523930857929266,1.996752627554936,2.080861366584582,2.6926883655449747,14.949999999999996,28.325,-1.6183333333333336,0.0,0.0305766686158874,0.0,0.0153998083897257,1,0,0,0,1,0,0,0,0,0,-0.93,-1.36,-0.85,-0.93,-0.98,-1.81,-1.12,-0.57
BRA,Brazil,AMAPA,2022,12,15,2.0443,99.6149,32.9,20.64,6.42,85.29,733759,5.1378,35.8,37.1,35.95,31.11,29.24,28.84,20.85,21.31,20.57,20.88,20.31,20.24,3.97,1.94,1.96,2.82,4.32,4.73,75.24,68.6,74.07,88.39,91.15,91.39,1.1990004626993782,1.3511851840063227,1.3511851840063227,1.3152547536399597,1.4832168767755427,1.385869270781794,1.7042752531949346,1.5136756304469834,1.6534165196063104,1.6534165196063104,1.57194370800652,0.9203225929875256,1.3029852133235826,1.3511808684437567,1.446691506085036,-2.4492935982947064e-16,1.0,1,0,1,2.090624610748768,2.455938312076848,2.036864535805462,1.523930857929266,1.996752627554936,2.080861366584582,12.259999999999998,26.77,0.79,-0.1521847213069445,0.2786778697118526,-0.0669166126561789,-0.0669166126561789,0,0,0,0,1,0,0,0,0,0,-0.84,-0.3,-0.93,-0.85,-0.93,-1.36,-1.81,-1.12
BRA,Brazil,AMAZONAS,2015,1,347,9.443,97.7078,32.31,23.27,5.84,85.81,3674663,2.3568,35.11,36.95,36.08,36.86,31.57,29.6,23.5,23.81,23.8,23.17,22.87,23.18,4.43,3.81,4.87,0.53,1.66,2.32,81.32,77.32,76.25,71.0,84.33,88.08,1.880182349577952,2.108053293669078,1.550176111555211,1.810712062144742,2.0740771791806853,1.867531532204767,2.433130782840689,2.687466468822946,3.134254317137455,3.574475390795212,3.3204861172210056,3.384939265159069,1.8717611504189915,1.89820689398612,2.718934089454281,0.4999999999999999,0.8660254037844387,0,1,0,2.186728949687626,2.741588131119993,2.266733365098196,2.3467774016197605,2.598572579808913,2.45591829592095,9.040000000000004,27.79,0.6558333333333328,-0.2278709440911259,-1.5047569155811176,-0.0761429716443915,0.1216911878286142,1,0,0,0,1,0,0,0,0,0,0.51,0.06,0.63,0.75,0.43,-0.11,0.74,0.39
BRA,Brazil,AMAZONAS,2015,2,438,11.9195,97.7078,32.02,22.5,4.95,86.78,3674663,2.3568,32.31,35.11,36.95,36.08,36.86,31.57,23.27,23.5,23.81,23.8,23.17,22.87,5.84,4.43,3.81,4.87,0.53,1.66,85.81,81.32,77.32,76.25,71.0,84.33,2.345931897497412,1.880182349577952,2.108053293669078,1.550176111555211,1.810712062144742,2.0740771791806853,1.867531532204767,2.433130782840689,2.687466468822946,3.134254317137455,3.574475390795212,3.3204861172210056,2.1294175104415283,1.9927528398976888,2.6082089939017523,0.8660254037844386,0.5000000000000001,0,1,0,2.4251124122737373,2.186728949687626,2.741588131119993,2.266733365098196,2.3467774016197605,2.598572579808913,9.520000000000003,27.26,-0.251666666666666,0.4657495479194597,-0.974554219723594,0.149891640980502,0.0737486693361104,1,0,0,0,1,0,0,0,0,0,0.75,-0.57,0.51,0.63,0.75,0.06,-0.11,0.74
BRA,Brazil,AMAZONAS,2015,3,642,17.471,97.7078,30.29,22.56,7.18,90.19,3674663,2.3568,32.02,32.31,35.11,36.95,36.08,36.86,22.5,23.27,23.5,23.81,23.8,23.17,4.95,5.84,4.43,3.81,4.87,0.53,86.78,85.81,81.32,77.32,76.25,71.0,2.558737797915201,2.345931897497412,1.880182349577952,2.108053293669078,1.550176111555211,1.810712062144742,2.0740771791806853,1.867531532204767,2.433130782840689,2.687466468822946,3.134254317137455,3.574475390795212,2.2998212771713145,2.099581122004889,2.51326664853054,1.0,6.123233995736766e-17,0,1,0,2.401383122566465,2.4251124122737373,2.186728949687626,2.741588131119993,2.266733365098196,2.3467774016197605,7.73,26.425,2.255,0.2128059004177891,-1.0157375928800103,0.061660681898733,0.2115523228792351,1,0,0,0,1,0,0,0,0,0,0.44,0.13,0.75,0.51,0.63,-0.57,0.06,-0.11
BRA,Brazil,AMAZONAS,2015,4,432,11.7562,97.7078,29.93,22.78,4.61,90.19,3674663,2.3568,30.29,32.02,32.31,35.11,36.95,36.08,22.56,22.5,23.27,23.5,23.81,23.8,7.18,4.95,5.84,4.43,3.81,4.87,90.19,86.78,85.81,81.32,77.32,76.25,2.916201934597183,2.558737797915201,2.345931897497412,1.880182349577952,2.108053293669078,1.550176111555211,1.810712062144742,2.0740771791806853,1.867531532204767,2.433130782840689,2.687466468822946,3.134254317137455,2.635085165291428,2.32455367357255,2.3898126966050146,0.8660254037844387,-0.4999999999999998,0,1,0,2.9370945307522005,2.401383122566465,2.4251124122737373,2.186728949687626,2.741588131119993,2.266733365098196,7.149999999999999,26.355,0.0783333333333331,0.3574641366819819,-0.218052382540272,0.0957163590371281,0.1573770409358612,1,0,0,0,1,0,0,0,0,0,0.82,0.96,0.44,0.75,0.51,0.13,-0.57,0.06
BRA,Brazil,AMAZONAS,2015,5,414,11.2663,97.7078,29.94,23.14,4.94,89.42,3674663,2.3568,29.93,30.29,32.02,32.31,35.11,36.95,22.78,22.56,22.5,23.27,23.5,23.81,4.61,7.18,4.95,5.84,4.43,3.81,90.19,90.19,86.78,85.81,81.32,77.32,2.5460174279211043,2.916201934597183,2.558737797915201,2.345931897497412,1.880182349577952,2.108053293669078,1.550176111555211,1.810712062144742,2.0740771791806853,1.867531532204767,2.433130782840689,2.687466468822946,2.688905890401436,2.4477901656356584,2.308584560146534,0.4999999999999999,-0.8660254037844387,0,1,0,2.8446477216818797,2.9370945307522005,2.401383122566465,2.4251124122737373,2.186728949687626,2.741588131119993,6.800000000000001,26.54,0.6550000000000002,-0.3701845066760785,-0.1414490409018416,-0.0992971674342286,-0.0035808083971005,0,0,0,0,1,0,0,0,0,0,0.83,1.34,0.82,0.44,0.75,0.96,0.13,-0.57
BRA,Brazil,AMAZONAS,2015,6,177,4.8168,97.7078,30.63,23.16,2.87,87.5,3674663,2.3568,29.94,29.93,30.29,32.02,32.31,35.11,23.14,22.78,22.56,22.5,23.27,23.5,4.94,4.61,7.18,4.95,5.84,4.43,89.42,90.19,90.19,86.78,85.81,81.32,2.506855664755674,2.5460174279211043,2.916201934597183,2.558737797915201,2.345931897497412,1.880182349577952,2.108053293669078,1.550176111555211,1.810712062144742,2.0740771791806853,1.867531532204767,2.433130782840689,2.6739992129741017,2.504310232334801,2.2882664013978564,1.2246467991473532e-16,-1.0,0,1,0,2.785971686214121,2.8446477216818797,2.9370945307522005,2.401383122566465,2.4251124122737373,2.186728949687626,7.469999999999999,26.895,-1.2908333333333335,-0.0391617631654304,0.0737248819149849,-0.0111053084687873,-0.110402475903016,0,0,0,0,1,0,0,0,0,0,1.02,1.91,0.83,0.82,0.44,1.34,0.96,0.13
BRA,Brazil,AMAZONAS,2015,7,205,5.5787,97.7078,33.17,23.19,1.61,79.82,3674663,2.3568,30.63,29.94,29.93,30.29,32.02,32.31,23.16,23.14,22.78,22.56,22.5,23.27,2.87,4.94,4.61,7.18,4.95,5.84,87.5,89.42,90.19,90.19,86.78,85.81,1.76075028235371,2.506855664755674,2.5460174279211043,2.916201934597183,2.558737797915201,2.345931897497412,1.880182349577952,2.108053293669078,1.550176111555211,1.810712062144742,2.0740771791806853,1.867531532204767,2.3301775619743488,2.49420770500086,2.2399673925653145,-0.4999999999999997,-0.8660254037844388,0,1,0,2.619272416447897,2.785971686214121,2.8446477216818797,2.9370945307522005,2.401383122566465,2.4251124122737373,9.98,28.18,-2.390833333333333,-0.7461053824019639,-0.1067812498510569,-0.2392173297631423,-0.2503226382319297,0,0,0,0,1,0,0,0,0,0,1.26,2.48,1.02,0.83,0.82,1.91,1.34,0.96
BRA,Brazil,AMAZONAS,2015,8,192,5.225,97.7078,38.32,24.21,0.53,64.68,3674663,2.3568,33.17,30.63,29.94,29.93,30.29,32.02,23.19,23.16,23.14,22.78,22.56,22.5,1.61,2.87,4.94,4.61,7.18,4.95,79.82,87.5,89.42,90.19,90.19,86.78,1.883837157428963,1.76075028235371,2.506855664755674,2.5460174279211043,2.916201934597183,2.558737797915201,2.345931897497412,1.880182349577952,2.108053293669078,1.550176111555211,1.810712062144742,2.0740771791806853,2.1066431991049805,2.439567814591629,2.240910910164429,-0.8660254037844385,-0.5000000000000004,0,1,0,2.6098222130770825,2.619272416447897,2.785971686214121,2.8446477216818797,2.9370945307522005,2.401383122566465,14.11,31.265,-3.411666666666667,0.1230868750752529,-0.1902400217517224,0.0436192694721928,-0.1955980602909495,0,0,0,0,1,0,0,0,0,0,1.65,1.8,1.26,1.02,0.83,2.48,1.91,1.34
BRA,Brazil,AMAZONAS,2015,9,181,4.9256,97.7078,40.52,24.95,0.24,46.3,3674663,2.3568,38.32,33.17,30.63,29.94,29.93,30.29,24.21,23.19,23.16,23.14,22.78,22.56,0.53,1.61,2.87,4.94,4.61,7.18,64.68,79.82,87.5,89.42,90.19,90.19,1.8285734423507716,1.883837157428963,1.76075028235371,2.506855664755674,2.5460174279211043,2.916201934597183,2.558737797915201,2.345931897497412,1.880182349577952,2.108053293669078,1.550176111555211,1.810712062144742,1.8256508356666816,2.3372119371370994,2.225438534650664,-1.0,-1.8369701987210294e-16,0,1,0,2.8857053314888184,2.6098222130770825,2.619272416447897,2.785971686214121,2.8446477216818797,2.9370945307522005,15.570000000000004,32.735,-3.6075,-0.0552637150781916,0.0178613802060294,-0.019349253104453,0.0242700163677398,1,0,0,0,1,0,0,0,0,0,1.79,2.26,1.65,1.26,1.02,1.8,2.48,1.91
BRA,Brazil,AMAZONAS,2015,10,125,3.4017,97.7078,40.95,24.59,1.51,50.63,3674663,2.3568,40.52,38.32,33.17,30.63,29.94,29.93,24.95,24.21,23.19,23.16,23.14,22.78,0.24,0.53,1.61,2.87,4.94,4.61,46.3,64.68,79.82,87.5,89.42,90.19,1.7792819477169424,1.8285734423507716,1.883837157428963,1.76075028235371,2.506855664755674,2.5460174279211043,2.916201934597183,2.558737797915201,2.345931897497412,1.880182349577952,2.108053293669078,1.550176111555211,1.831476853891414,2.1115980995167454,2.2237339667719334,-0.8660254037844386,0.5000000000000001,0,1,0,2.400500965938551,2.8857053314888184,2.6098222130770825,2.619272416447897,2.785971686214121,2.8446477216818797,16.360000000000003,32.77,-2.313333333333333,-0.0492914946338289,0.2291058361617313,-0.0175798984358916,-0.0369291515403447,0,0,0,0,1,0,0,0,0,0,2.21,2.2,1.79,1.65,1.26,2.26,1.8,2.48
BRA,Brazil,AMAZONAS,2015,11,167,4.5446,97.7078,38.91,24.46,2.95,62.42,3674663,2.3568,40.95,40.52,38.32,33.17,30.63,29.94,24.59,24.95,24.21,23.19,23.16,23.14,1.51,0.24,0.53,1.61,2.87,4.94,50.63,46.3,64.68,79.82,87.5,89.42,1.4819908299413689,1.7792819477169424,1.8285734423507716,1.883837157428963,1.76075028235371,2.506855664755674,2.5460174279211043,2.916201934597183,2.558737797915201,2.345931897497412,1.880182349577952,2.108053293669078,1.7079127763088031,1.927020961588776,2.2209293489654645,-0.5000000000000004,0.8660254037844384,0,1,0,2.041441083712272,2.400500965938551,2.8857053314888184,2.6098222130770825,2.619272416447897,2.785971686214121,14.449999999999996,31.685,-0.5933333333333333,-0.2972911177755735,-0.626062463727709,-0.1131316100003834,-0.1307115084362751,0,0,0,0,1,0,0,0,0,0,2.72,2.04,2.21,1.79,1.65,2.2,2.26,1.8
BRA,Brazil,AMAZONAS,2015,12,285,7.7558,97.7078,38.79,25.12,1.87,62.11,3674663,2.3568,38.91,40.95,40.52,38.32,33.17,30.63,24.46,24.59,24.95,24.21,23.19,23.16,2.95,1.51,0.24,0.53,1.61,2.87,62.42,50.63,46.3,64.68,79.82,87.5,1.7128244811399127,1.4819908299413689,1.7792819477169424,1.8285734423507716,1.883837157428963,1.76075028235371,2.506855664755674,2.5460174279211043,2.916201934597183,2.558737797915201,2.345931897497412,1.880182349577952,1.6659379614513337,1.7489795406868125,2.19632695236922,-2.4492935982947064e-16,1.0,0,1,0,2.3883162063513765,2.041441083712272,2.400500965938551,2.8857053314888184,2.6098222130770825,2.619272416447897,13.669999999999998,31.955,-1.601666666666666,0.2308336511985438,-0.1673578684380392,0.0889293439446902,-0.0242022660556932,0,0,0,0,1,0,0,0,0,0,2.39,2.1,2.72,2.21,1.79,2.04,2.2,2.26
BRA,Brazil,AMAZONAS,2016,1,647,17.4262,97.9218,38.09,25.28,3.22,68.2,3712799,2.3813,38.79,38.91,40.95,40.52,38.32,33.17,25.12,24.46,24.59,24.95,24.21,23.19,1.87,2.95,1.51,0.24,0.53,1.61,62.11,62.42,50.63,46.3,64.68,79.82,2.1697163379196183,1.7128244811399127,1.4819908299413689,1.7792819477169424,1.8285734423507716,1.883837157428963,1.76075028235371,2.506855664755674,2.5460174279211043,2.916201934597183,2.558737797915201,2.345931897497412,1.8300235283525588,1.8307504551413536,2.2165205403520147,0.4999999999999999,0.8660254037844387,0,1,0,2.548650584492034,2.3883162063513765,2.041441083712272,2.400500965938551,2.8857053314888184,2.6098222130770825,12.810000000000002,31.685,-0.0383333333333331,0.4568918567797055,-0.1762155595777934,0.1556517644836753,0.2445811084283655,1,0,0,0,1,0,0,0,0,0,2.47,1.21,2.39,2.72,2.21,2.1,2.04,2.2
BRA,Brazil,AMAZONAS,2016,2,1076,28.9808,97.9218,34.74,24.25,9.16,83.17,3712799,2.3813,38.09,38.79,38.91,40.95,40.52,38.32,25.28,25.12,24.46,24.59,24.95,24.21,3.22,1.87,2.95,1.51,0.24,0.53,68.2,62.11,62.42,50.63,46.3,64.68,2.913773564855556,2.1697163379196183,1.7128244811399127,1.4819908299413689,1.7792819477169424,1.8285734423507716,1.883837157428963,1.76075028235371,2.506855664755674,2.5460174279211043,2.916201934597183,2.558737797915201,2.389575914216852,2.105736528319511,2.2865183784772127,0.8660254037844386,0.5000000000000001,0,1,0,4.057399302703925,2.548650584492034,2.3883162063513765,2.041441083712272,2.400500965938551,2.8857053314888184,10.490000000000002,29.495,6.119999999999999,0.7440572269359373,0.3550357669403547,0.2108599141037672,0.3665116785874426,1,0,0,0,1,0,0,0,0,0,2.23,1.01,2.47,2.39,2.72,1.21,2.1,2.04
BRA,Brazil,AMAZONAS,2016,3,1165,31.3779,97.9218,31.08,24.12,10.76,91.0,3712799,2.3813,34.74,38.09,38.79,38.91,40.95,40.52,24.25,25.28,25.12,24.46,24.59,24.95,9.16,3.22,1.87,2.95,1.51,0.24,83.17,68.2,62.11,62.42,50.63,46.3,3.400557176774732,2.913773564855556,2.1697163379196183,1.7128244811399127,1.4819908299413689,1.7792819477169424,1.8285734423507716,1.883837157428963,1.76075028235371,2.506855664755674,2.5460174279211043,2.916201934597183,2.947291048498225,2.499175201446648,2.4214690039462776,1.0,6.123233995736766e-17,0,1,0,4.105692705559035,4.057399302703925,2.548650584492034,2.3883162063513765,2.041441083712272,2.400500965938551,6.959999999999997,27.6,7.369166666666667,0.4867836119191766,0.4843552421775494,0.1172291493093704,0.3280890634131377,1,0,0,0,1,0,0,0,0,0,1.61,1.11,2.23,2.47,2.39,1.01,1.21,2.1
BRA,Brazil,AMAZONAS,2016,4,1614,43.4712,97.9218,30.93,23.32,7.08,90.65,3712799,2.3813,31.08,34.74,38.09,38.79,38.91,40.95,24.12,24.25,25.28,25.12,24.46,24.59,10.76,9.16,3.22,1.87,2.95,1.51,91.0,83.17,68.2,62.11,62.42,50.63,3.47747609129765,3.400557176774732,2.913773564855556,2.1697163379196183,1.7128244811399127,1.4819908299413689,1.7792819477169424,1.8285734423507716,1.883837157428963,1.76075028235371,2.506855664755674,2.5460174279211043,3.293177778206356,2.808267513134279,2.519412740915101,0.8660254037844387,-0.4999999999999998,0,1,0,3.6014825482721533,4.105692705559035,4.057399302703925,2.548650584492034,2.3883162063513765,2.041441083712272,7.609999999999999,27.125,3.390833333333333,0.0769189145229178,0.9314586633765458,0.0173283512024451,0.1345575005118156,1,0,0,0,1,0,0,0,0,0,0.98,0.45,1.61,2.23,2.47,1.11,1.01,1.21
BRA,Brazil,AMAZONAS,2016,5,1016,27.3648,97.9218,30.11,23.33,4.91,89.76,3712799,2.3813,30.93,31.08,34.74,38.09,38.79,38.91,23.32,24.12,24.25,25.28,25.12,24.46,7.08,10.76,9.16,3.22,1.87,2.95,90.65,91.0,83.17,68.2,62.11,62.42,3.794841788642452,3.47747609129765,3.400557176774732,2.913773564855556,2.1697163379196183,1.7128244811399127,1.4819908299413689,1.7792819477169424,1.8285734423507716,1.883837157428963,1.76075028235371,2.506855664755674,3.5726255612226003,3.1467100679568936,2.7123221743280665,0.4999999999999999,-0.8660254037844387,0,1,0,3.0980767455211837,3.6014825482721533,4.105692705559035,4.057399302703925,2.548650584492034,2.3883162063513765,6.780000000000001,26.72,1.015,0.317365697344802,1.2879861238867782,0.0684811975269112,0.0858095487293564,1,1,0,0,1,0,0,0,0,0,0.27,0.44,0.98,1.61,2.23,0.45,1.11,1.01
BRA,Brazil,AMAZONAS,2016,6,634,17.0761,97.9218,29.6,23.19,2.6,87.73,3712799,2.3813,30.11,30.93,31.08,34.74,38.09,38.79,23.33,23.32,24.12,24.25,25.28,25.12,4.91,7.08,10.76,9.16,3.22,1.87,89.76,90.65,91.0,83.17,68.2,62.11,3.345148939810609,3.794841788642452,3.47747609129765,3.400557176774732,2.913773564855556,2.1697163379196183,1.7128244811399127,1.4819908299413689,1.7792819477169424,1.8285734423507716,1.883837157428963,1.76075028235371,3.557383132184762,3.2981594752998964,2.797632391088872,1.2246467991473532e-16,-1.0,0,0,0,2.4784273711902425,3.0980767455211837,3.6014825482721533,4.105692705559035,4.057399302703925,2.548650584492034,6.41,26.395000000000003,-1.2925000000000004,-0.4496928488318432,1.584398657456899,-0.0984806761544119,-0.0299994786275006,0,0,0,0,1,0,0,0,0,0,0.02,0.37,0.27,0.98,1.61,0.44,0.45,1.11
BRA,Brazil,AMAZONAS,2016,7,415,11.1776,97.9218,31.88,23.25,2.67,83.55,3712799,2.3813,29.6,30.11,30.93,31.08,34.74,38.09,23.19,23.33,23.32,24.12,24.25,25.28,2.6,4.91,7.08,10.76,9.16,3.22,87.73,89.76,90.65,91.0,83.17,68.2,2.89459062373112,3.345148939810609,3.794841788642452,3.47747609129765,3.400557176774732,2.913773564855556,2.1697163379196183,1.7128244811399127,1.4819908299413689,1.7792819477169424,1.8285734423507716,1.883837157428963,3.411280816967864,3.353971826187263,2.858041767605593,-0.4999999999999997,-0.8660254037844388,0,0,0,1.7143503277099448,2.4784273711902425,3.0980767455211837,3.6014825482721533,4.105692705559035,4.057399302703925,8.629999999999999,27.565,-1.1999999999999995,-0.4505583160794892,1.010753466302157,-0.1094714657898208,-0.2079521419442327,0,0,0,0,1,0,0,0,0,0,-0.42,0.39,0.02,0.27,0.98,0.37,0.44,0.45
BRA,Brazil,AMAZONAS,2016,8,166,4.471,97.9218,34.86,23.54,1.33,75.16,3712799,2.3813,31.88,29.6,30.11,30.93,31.08,34.74,23.25,23.19,23.33,23.32,24.12,24.25,2.67,2.6,4.91,7.08,10.76,9.16,83.55,87.73,89.76,90.65,91.0,83.17,2.49959819853099,2.89459062373112,3.345148939810609,3.794841788642452,3.47747609129765,3.400557176774732,2.913773564855556,2.1697163379196183,1.7128244811399127,1.4819908299413689,1.7792819477169424,1.8285734423507716,2.972438057750909,3.31689989449746,2.8844622011819365,-0.8660254037844385,-0.5000000000000004,0,0,1,1.8639819347721376,1.7143503277099448,2.4784273711902425,3.0980767455211837,3.6014825482721533,4.105692705559035,11.32,29.2,-2.6283333333333334,-0.3949924252001295,0.6710247561802187,-0.1069404092918884,-0.2164118750817092,0,0,0,0,1,0,0,0,0,0,-0.49,0.4,-0.42,0.02,0.27,0.39,0.37,0.44
BRA,Brazil,AMAZONAS,2016,9,164,4.4172,97.9218,35.87,24.36,2.19,71.0,3712799,2.3813,34.86,31.88,29.6,30.11,30.93,31.08,23.54,23.25,23.19,23.33,23.32,24.12,1.33,2.67,2.6,4.91,7.08,10.76,75.16,83.55,87.73,89.76,90.65,91.0,1.699461415081689,2.49959819853099,2.89459062373112,3.345148939810609,3.794841788642452,3.47747609129765,3.400557176774732,2.913773564855556,2.1697163379196183,1.7128244811399127,1.4819908299413689,1.7792819477169424,2.4772300376318066,3.156564865316533,2.880944591094742,-1.0,-1.8369701987210294e-16,0,0,1,1.5025354678739289,1.8639819347721376,1.7143503277099448,2.4784273711902425,3.0980767455211837,3.6014825482721533,11.509999999999998,30.115,-1.8349999999999995,-0.8001367834493012,-0.0798205326352534,-0.2595958842689282,-0.3665362935608166,0,0,0,0,1,0,0,0,0,0,-0.43,0.59,-0.49,-0.42,0.02,0.4,0.39,0.37
BRA,Brazil,AMAZONAS,2016,10,206,5.5484,97.9218,38.05,24.74,2.63,67.38,3712799,2.3813,35.87,34.86,31.88,29.6,30.11,30.93,24.36,23.54,23.25,23.19,23.33,23.32,2.19,1.33,2.67,2.6,4.91,7.08,71.0,75.16,83.55,87.73,89.76,90.65,1.6895790767990793,1.699461415081689,2.49959819853099,2.89459062373112,3.345148939810609,3.794841788642452,3.47747609129765,3.400557176774732,2.913773564855556,2.1697163379196183,1.7128244811399127,1.4819908299413689,2.0397387123272144,2.9442451007241077,2.8785657665547517,-0.8660254037844386,0.5000000000000001,0,0,1,1.375907268233404,1.5025354678739289,1.8639819347721376,1.7143503277099448,2.4784273711902425,3.0980767455211837,13.31,31.395,-1.557500000000001,-0.0098823382826096,0.2075882468577103,-0.003667572873074,-0.2632634571420023,0,0,0,0,1,0,0,0,0,0,-0.7,0.48,-0.43,-0.49,-0.42,0.59,0.4,0.39
BRA,Brazil,AMAZONAS,2016,11,198,5.3329,97.9218,37.79,23.61,1.97,68.01,3712799,2.3813,38.05,35.87,34.86,31.88,29.6,30.11,24.74,24.36,23.54,23.25,23.19,23.33,2.63,2.19,1.33,2.67,2.6,4.91,67.38,71.0,75.16,83.55,87.73,89.76,1.8792207449980496,1.6895790767990793,1.699461415081689,2.49959819853099,2.89459062373112,3.345148939810609,3.794841788642452,3.47747609129765,3.400557176774732,2.913773564855556,2.1697163379196183,1.7128244811399127,1.759959156678257,2.539698608372733,2.8885719911390115,-0.5000000000000004,0.8660254037844384,0,0,1,1.6370725345307409,1.375907268233404,1.5025354678739289,1.8639819347721376,1.7143503277099448,2.4784273711902425,14.18,30.7,-2.310833333333333,0.1896416681989703,0.1663962638581368,0.0681349785388978,0.0644674056658237,1,0,0,0,1,0,0,0,0,0,-0.64,0.26,-0.7,-0.43,-0.49,0.48,0.59,0.4
BRA,Brazil,AMAZONAS,2016,12,205,5.5214,97.9218,35.75,23.01,9.75,84.28,3712799,2.3813,37.79,38.05,35.87,34.86,31.88,29.6,23.61,24.74,24.36,23.54,23.25,23.19,1.97,2.63,2.19,1.33,2.67,2.6,68.01,67.38,71.0,75.16,83.55,87.73,1.845758267104872,1.8792207449980496,1.6895790767990793,1.699461415081689,2.49959819853099,2.89459062373112,3.345148939810609,3.794841788642452,3.47747609129765,3.400557176774732,2.913773564855556,2.1697163379196183,1.8082068006066552,2.1976541147014648,2.8922214350770106,-2.4492935982947064e-16,1.0,0,0,1,2.185264450417503,1.6370725345307409,1.375907268233404,1.5025354678739289,1.8639819347721376,1.7143503277099448,12.739999999999998,29.380000000000003,5.550833333333333,-0.0334624778931773,-0.323958070814746,-0.0116901245928298,0.056444853946068,1,0,0,0,1,0,0,0,0,0,-0.33,0.42,-0.64,-0.7,-0.43,0.26,0.48,0.59
BRA,Brazil,AMAZONAS,2017,1,677,18.0488,98.1979,29.51,22.57,9.07,89.01,3750935,2.4057,35.75,37.79,38.05,35.87,34.86,31.88,23.01,23.61,24.74,24.36,23.54,23.25,9.75,1.97,2.63,2.19,1.33,2.67,84.28,68.01,67.38,71.0,75.16,83.55,1.8750890768150592,1.845758267104872,1.8792207449980496,1.6895790767990793,1.699461415081689,2.49959819853099,2.89459062373112,3.345148939810609,3.794841788642452,3.47747609129765,3.400557176774732,2.913773564855556,1.866799942974927,1.957003155424652,2.8818424308276103,0.4999999999999999,0.8660254037844387,0,0,1,2.708854322154645,2.185264450417503,1.6370725345307409,1.375907268233404,1.5025354678739289,1.8639819347721376,6.940000000000001,26.04,4.214166666666667,0.0293308097101869,-1.0386844880404964,0.0102540987197197,-0.00143602587311,0,0,0,0,1,0,0,0,0,0,-0.26,1.07,-0.33,-0.64,-0.7,0.42,0.26,0.48
